"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA38C01","Driving Tester Distribution","202405","2024 May","102","Birr, Co. Offaly","Number","2"
"ROA38C01","Driving Tester Distribution","202405","2024 May","103","Birr (County Arms Hotel), Co. Offaly","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","104","Buncrana, Co. Donegal","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","105","Carlow, Co. Carlow","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","106","Carlow Talbot Hotel, Co. Carlow","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","107","Carrick On Shannon, Co. Leitrim","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","108","Castlebar, Co. Mayo","Number","4"
"ROA38C01","Driving Tester Distribution","202405","2024 May","109","Cavan, Co. Cavan","Number","2"
"ROA38C01","Driving Tester Distribution","202405","2024 May","110","Charlestown (Dublin), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","111","Clifden, Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","112","Clonmel, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","113","Cork (Ballincollig), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","115","Cork (Wilton), Co. Cork","Number","8"
"ROA38C01","Driving Tester Distribution","202405","2024 May","116","Donegal, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","117","Drogheda, Co. Louth","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","118","Dun Laoghaire / Deansgrange, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","119","Dundalk, Co. Louth","Number","7"
"ROA38C01","Driving Tester Distribution","202405","2024 May","120","Dungarvan, Co. Waterford","Number","2"
"ROA38C01","Driving Tester Distribution","202405","2024 May","121","Ennis, Co. Clare","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","122","Finglas, Co. Dublin","Number","13"
"ROA38C01","Driving Tester Distribution","202405","2024 May","123","Galway (Carnmore), Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","124","Galway (Westside), Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","125","Gorey, Co. Wexford","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","126","Kilkenny (Govt Buildings), Co. Kilkenny","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","128","Killarney, Co. Kerry","Number","4"
"ROA38C01","Driving Tester Distribution","202405","2024 May","129","Killester, Co. Dublin","Number","2"
"ROA38C01","Driving Tester Distribution","202405","2024 May","130","Kilrush, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","131","Letterkenny, Co. Donegal","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","132","Limerick - Castlemungret, Co. Limerick","Number","4"
"ROA38C01","Driving Tester Distribution","202405","2024 May","133","Limerick - Woodview, Co. Limerick","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","134","Limerick (Roxboro), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","135","Longford, Co. Longford","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","136","Loughrea, Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","138","Mallow, Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","139","Mallow (Cork Racecourse Mallow), Co. Cork","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","140","Monaghan, Co. Monaghan","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","141","Mulhuddart, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","142","Mulhuddart (Carlton Hotel), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","143","Mulhuddart Maple House, Co. Dublin","Number","5"
"ROA38C01","Driving Tester Distribution","202405","2024 May","144","Mullingar, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","145","Naas, Co. Kildare","Number","5"
"ROA38C01","Driving Tester Distribution","202405","2024 May","146","Navan, Co. Meath","Number","7"
"ROA38C01","Driving Tester Distribution","202405","2024 May","147","Nenagh, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","148","Newcastle West, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","150","Portlaoise, Co. Laois","Number","2"
"ROA38C01","Driving Tester Distribution","202405","2024 May","151","Raheny, Co. Dublin","Number","6"
"ROA38C01","Driving Tester Distribution","202405","2024 May","152","Roscommon, Co. Roscommon","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","153","Shannon, Co. Clare","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","154","Skibbereen, Co. Cork","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","155","Sligo, Co. Sligo","Number","2"
"ROA38C01","Driving Tester Distribution","202405","2024 May","156","Tallaght, Co. Dublin","Number","15"
"ROA38C01","Driving Tester Distribution","202405","2024 May","157","Thurles, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","158","Tipperary, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202405","2024 May","159","Tralee, Co. Kerry","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","160","Tralee (HGV's), Co. Kerry","Number","0"
"ROA38C01","Driving Tester Distribution","202405","2024 May","161","Tuam, Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","162","Tullamore, Co. Offaly","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","163","Waterford, Co. Waterford","Number","6"
"ROA38C01","Driving Tester Distribution","202405","2024 May","164","Wexford, Co. Wexford","Number","3"
"ROA38C01","Driving Tester Distribution","202405","2024 May","165","Wicklow, Co. Wicklow","Number","2"
"ROA38C01","Driving Tester Distribution","202405","2024 May","166","Portlaoise (Maldron Hotel), Co. Laois","Number",""
"ROA38C01","Driving Tester Distribution","202406","2024 June","-","All driving test centres","Number","159"
"ROA38C01","Driving Tester Distribution","202406","2024 June","100","Athlone, Co. Westmeath","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","101","Ballina, Co. Mayo","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","102","Birr, Co. Offaly","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","103","Birr (County Arms Hotel), Co. Offaly","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","104","Buncrana, Co. Donegal","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","105","Carlow, Co. Carlow","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","106","Carlow Talbot Hotel, Co. Carlow","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","107","Carrick On Shannon, Co. Leitrim","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","108","Castlebar, Co. Mayo","Number","4"
"ROA38C01","Driving Tester Distribution","202406","2024 June","109","Cavan, Co. Cavan","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","110","Charlestown (Dublin), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","111","Clifden, Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","112","Clonmel, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","113","Cork (Ballincollig), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","115","Cork (Wilton), Co. Cork","Number","8"
"ROA38C01","Driving Tester Distribution","202406","2024 June","116","Donegal, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","117","Drogheda, Co. Louth","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","118","Dun Laoghaire / Deansgrange, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","119","Dundalk, Co. Louth","Number","7"
"ROA38C01","Driving Tester Distribution","202406","2024 June","120","Dungarvan, Co. Waterford","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","121","Ennis, Co. Clare","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","122","Finglas, Co. Dublin","Number","13"
"ROA38C01","Driving Tester Distribution","202406","2024 June","123","Galway (Carnmore), Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","124","Galway (Westside), Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","125","Gorey, Co. Wexford","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","126","Kilkenny (Govt Buildings), Co. Kilkenny","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","128","Killarney, Co. Kerry","Number","4"
"ROA38C01","Driving Tester Distribution","202406","2024 June","129","Killester, Co. Dublin","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","130","Kilrush, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","131","Letterkenny, Co. Donegal","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","132","Limerick - Castlemungret, Co. Limerick","Number","4"
"ROA38C01","Driving Tester Distribution","202406","2024 June","133","Limerick - Woodview, Co. Limerick","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","134","Limerick (Roxboro), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","135","Longford, Co. Longford","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","136","Loughrea, Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","138","Mallow, Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","139","Mallow (Cork Racecourse Mallow), Co. Cork","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","140","Monaghan, Co. Monaghan","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","141","Mulhuddart, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","142","Mulhuddart (Carlton Hotel), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","143","Mulhuddart Maple House, Co. Dublin","Number","4"
"ROA38C01","Driving Tester Distribution","202406","2024 June","144","Mullingar, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","145","Naas, Co. Kildare","Number","5"
"ROA38C01","Driving Tester Distribution","202406","2024 June","146","Navan, Co. Meath","Number","6"
"ROA38C01","Driving Tester Distribution","202406","2024 June","147","Nenagh, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","148","Newcastle West, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","150","Portlaoise, Co. Laois","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","151","Raheny, Co. Dublin","Number","6"
"ROA38C01","Driving Tester Distribution","202406","2024 June","152","Roscommon, Co. Roscommon","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","153","Shannon, Co. Clare","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","154","Skibbereen, Co. Cork","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","155","Sligo, Co. Sligo","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","156","Tallaght, Co. Dublin","Number","15"
"ROA38C01","Driving Tester Distribution","202406","2024 June","157","Thurles, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","158","Tipperary, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202406","2024 June","159","Tralee, Co. Kerry","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","160","Tralee (HGV's), Co. Kerry","Number","0"
"ROA38C01","Driving Tester Distribution","202406","2024 June","161","Tuam, Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","162","Tullamore, Co. Offaly","Number","3"
"ROA38C01","Driving Tester Distribution","202406","2024 June","163","Waterford, Co. Waterford","Number","6"
"ROA38C01","Driving Tester Distribution","202406","2024 June","164","Wexford, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","165","Wicklow, Co. Wicklow","Number","2"
"ROA38C01","Driving Tester Distribution","202406","2024 June","166","Portlaoise (Maldron Hotel), Co. Laois","Number",""
"ROA38C01","Driving Tester Distribution","202407","2024 July","-","All driving test centres","Number","159"
"ROA38C01","Driving Tester Distribution","202407","2024 July","100","Athlone, Co. Westmeath","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","101","Ballina, Co. Mayo","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","102","Birr, Co. Offaly","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","103","Birr (County Arms Hotel), Co. Offaly","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","104","Buncrana, Co. Donegal","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","105","Carlow, Co. Carlow","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","106","Carlow Talbot Hotel, Co. Carlow","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","107","Carrick On Shannon, Co. Leitrim","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","108","Castlebar, Co. Mayo","Number","4"
"ROA38C01","Driving Tester Distribution","202407","2024 July","109","Cavan, Co. Cavan","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","110","Charlestown (Dublin), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","111","Clifden, Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","112","Clonmel, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","113","Cork (Ballincollig), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","115","Cork (Wilton), Co. Cork","Number","8"
"ROA38C01","Driving Tester Distribution","202407","2024 July","116","Donegal, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","117","Drogheda, Co. Louth","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","118","Dun Laoghaire / Deansgrange, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","119","Dundalk, Co. Louth","Number","7"
"ROA38C01","Driving Tester Distribution","202407","2024 July","120","Dungarvan, Co. Waterford","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","121","Ennis, Co. Clare","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","122","Finglas, Co. Dublin","Number","13"
"ROA38C01","Driving Tester Distribution","202407","2024 July","123","Galway (Carnmore), Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","124","Galway (Westside), Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","125","Gorey, Co. Wexford","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","126","Kilkenny (Govt Buildings), Co. Kilkenny","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","128","Killarney, Co. Kerry","Number","4"
"ROA38C01","Driving Tester Distribution","202407","2024 July","129","Killester, Co. Dublin","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","130","Kilrush, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","131","Letterkenny, Co. Donegal","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","132","Limerick - Castlemungret, Co. Limerick","Number","4"
"ROA38C01","Driving Tester Distribution","202407","2024 July","133","Limerick - Woodview, Co. Limerick","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","134","Limerick (Roxboro), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","135","Longford, Co. Longford","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","136","Loughrea, Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","138","Mallow, Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","139","Mallow (Cork Racecourse Mallow), Co. Cork","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","140","Monaghan, Co. Monaghan","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","141","Mulhuddart, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","142","Mulhuddart (Carlton Hotel), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","143","Mulhuddart Maple House, Co. Dublin","Number","4"
"ROA38C01","Driving Tester Distribution","202407","2024 July","144","Mullingar, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","145","Naas, Co. Kildare","Number","5"
"ROA38C01","Driving Tester Distribution","202407","2024 July","146","Navan, Co. Meath","Number","6"
"ROA38C01","Driving Tester Distribution","202407","2024 July","147","Nenagh, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","148","Newcastle West, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","150","Portlaoise, Co. Laois","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","151","Raheny, Co. Dublin","Number","6"
"ROA38C01","Driving Tester Distribution","202407","2024 July","152","Roscommon, Co. Roscommon","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","153","Shannon, Co. Clare","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","154","Skibbereen, Co. Cork","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","155","Sligo, Co. Sligo","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","156","Tallaght, Co. Dublin","Number","15"
"ROA38C01","Driving Tester Distribution","202407","2024 July","157","Thurles, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","158","Tipperary, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202407","2024 July","159","Tralee, Co. Kerry","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","160","Tralee (HGV's), Co. Kerry","Number","0"
"ROA38C01","Driving Tester Distribution","202407","2024 July","161","Tuam, Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","162","Tullamore, Co. Offaly","Number","3"
"ROA38C01","Driving Tester Distribution","202407","2024 July","163","Waterford, Co. Waterford","Number","6"
"ROA38C01","Driving Tester Distribution","202407","2024 July","164","Wexford, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","165","Wicklow, Co. Wicklow","Number","2"
"ROA38C01","Driving Tester Distribution","202407","2024 July","166","Portlaoise (Maldron Hotel), Co. Laois","Number",""
"ROA38C01","Driving Tester Distribution","202408","2024 August","-","All driving test centres","Number","157"
"ROA38C01","Driving Tester Distribution","202408","2024 August","100","Athlone, Co. Westmeath","Number","2"
"ROA38C01","Driving Tester Distribution","202408","2024 August","101","Ballina, Co. Mayo","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","102","Birr, Co. Offaly","Number","2"
"ROA38C01","Driving Tester Distribution","202408","2024 August","103","Birr (County Arms Hotel), Co. Offaly","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","104","Buncrana, Co. Donegal","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","105","Carlow, Co. Carlow","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","106","Carlow Talbot Hotel, Co. Carlow","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","107","Carrick On Shannon, Co. Leitrim","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","108","Castlebar, Co. Mayo","Number","4"
"ROA38C01","Driving Tester Distribution","202408","2024 August","109","Cavan, Co. Cavan","Number","2"
"ROA38C01","Driving Tester Distribution","202408","2024 August","110","Charlestown (Dublin), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","111","Clifden, Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","112","Clonmel, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","113","Cork (Ballincollig), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","115","Cork (Wilton), Co. Cork","Number","8"
"ROA38C01","Driving Tester Distribution","202408","2024 August","116","Donegal, Co. Donegal","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","117","Drogheda, Co. Louth","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","118","Dun Laoghaire / Deansgrange, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","119","Dundalk, Co. Louth","Number","7"
"ROA38C01","Driving Tester Distribution","202408","2024 August","120","Dungarvan, Co. Waterford","Number","2"
"ROA38C01","Driving Tester Distribution","202408","2024 August","121","Ennis, Co. Clare","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","122","Finglas, Co. Dublin","Number","13"
"ROA38C01","Driving Tester Distribution","202408","2024 August","123","Galway (Carnmore), Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","124","Galway (Westside), Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","125","Gorey, Co. Wexford","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","126","Kilkenny (Govt Buildings), Co. Kilkenny","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","128","Killarney, Co. Kerry","Number","4"
"ROA38C01","Driving Tester Distribution","202408","2024 August","129","Killester, Co. Dublin","Number","2"
"ROA38C01","Driving Tester Distribution","202408","2024 August","130","Kilrush, Co. Clare","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","131","Letterkenny, Co. Donegal","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","132","Limerick - Castlemungret, Co. Limerick","Number","4"
"ROA38C01","Driving Tester Distribution","202408","2024 August","133","Limerick - Woodview, Co. Limerick","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","134","Limerick (Roxboro), Co. Limerick","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","135","Longford, Co. Longford","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","136","Loughrea, Co. Galway","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","138","Mallow, Co. Cork","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","139","Mallow (Cork Racecourse Mallow), Co. Cork","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","140","Monaghan, Co. Monaghan","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","141","Mulhuddart, Co. Dublin","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","142","Mulhuddart (Carlton Hotel), Co. Dublin","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","143","Mulhuddart Maple House, Co. Dublin","Number","4"
"ROA38C01","Driving Tester Distribution","202408","2024 August","144","Mullingar, Co. Westmeath","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","145","Naas, Co. Kildare","Number","4"
"ROA38C01","Driving Tester Distribution","202408","2024 August","146","Navan, Co. Meath","Number","6"
"ROA38C01","Driving Tester Distribution","202408","2024 August","147","Nenagh, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","148","Newcastle West, Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","150","Portlaoise, Co. Laois","Number","2"
"ROA38C01","Driving Tester Distribution","202408","2024 August","151","Raheny, Co. Dublin","Number","6"
"ROA38C01","Driving Tester Distribution","202408","2024 August","152","Roscommon, Co. Roscommon","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","153","Shannon, Co. Clare","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","154","Skibbereen, Co. Cork","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","155","Sligo, Co. Sligo","Number","2"
"ROA38C01","Driving Tester Distribution","202408","2024 August","156","Tallaght, Co. Dublin","Number","15"
"ROA38C01","Driving Tester Distribution","202408","2024 August","157","Thurles, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","158","Tipperary, Co. Tipperary","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","159","Tralee, Co. Kerry","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","160","Tralee (HGV's), Co. Kerry","Number","0"
"ROA38C01","Driving Tester Distribution","202408","2024 August","161","Tuam, Co. Galway","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","162","Tullamore, Co. Offaly","Number","3"
"ROA38C01","Driving Tester Distribution","202408","2024 August","163","Waterford, Co. Waterford","Number","6"
"ROA38C01","Driving Tester Distribution","202408","2024 August","164","Wexford, Co. Wexford","Number","2"
"ROA38C01","Driving Tester Distribution","202408","2024 August","165","Wicklow, Co. Wicklow","Number","1"
"ROA38C01","Driving Tester Distribution","202408","2024 August","166","Portlaoise (Maldron Hotel), Co. Laois","Number",""
"ROA38C01","Driving Tester Distribution","202409","2024 September","-","All driving test centres","Number","155"
"ROA38C01","Driving Tester Distribution","202409","2024 September","100","Athlone, Co. Westmeath","Number","2"
"ROA38C01","Driving Tester Distribution","202409","2024 September","101","Ballina, Co. Mayo","Number","1"
"ROA38C01","Driving Tester Distribution","202409","2024 September","102","Birr, Co. Offaly","Number","2"
